Date,signal
1997-01-09,0.0
1997-01-10,0.0
1997-01-13,0.0
1997-01-14,0.0
1997-01-15,0.0
1997-01-16,0.0
1997-01-17,0.0
1997-01-20,0.0
1997-01-21,0.0
1997-01-22,0.0
1997-01-23,0.0
1997-01-24,0.0
1997-01-27,0.0
1997-01-28,0.0
1997-01-29,0.0
1997-01-30,0.0
1997-01-31,0.0
1997-02-03,0.0
1997-02-04,0.0
1997-02-05,0.0
1997-02-06,0.0
1997-02-07,0.0
1997-02-10,0.0
1997-02-11,0.0
1997-02-12,0.0
1997-02-13,0.0
1997-02-14,0.0
1997-02-18,0.0
1997-02-19,0.0
1997-02-20,0.0
1997-02-21,0.0
1997-02-24,0.0
1997-02-25,0.0
1997-02-26,0.0
1997-02-27,0.0
1997-02-28,0.0
1997-03-03,0.0
1997-03-04,0.0
1997-03-05,0.0
1997-03-06,0.0
1997-03-07,0.0
1997-03-10,0.0
1997-03-11,0.0
1997-03-12,0.0
1997-03-13,0.0
1997-03-14,0.0
1997-03-17,0.0
1997-03-18,0.0
1997-03-19,0.0
1997-03-20,0.0
1997-03-21,0.0
1997-03-24,0.0
1997-03-25,0.0
1997-03-26,0.0
1997-03-27,0.0
1997-03-31,0.0
1997-04-01,0.0
1997-04-02,0.0
1997-04-03,0.0
1997-04-04,0.0
1997-04-07,0.0
1997-04-08,0.0
1997-04-09,0.0
1997-04-10,0.0
1997-04-11,0.0
1997-04-14,0.0
1997-04-15,0.0
1997-04-16,0.0
1997-04-17,0.0
1997-04-18,0.0
1997-04-21,0.0
1997-04-22,0.0
1997-04-23,0.0
1997-04-24,0.0
1997-04-25,0.0
1997-04-28,0.0
1997-04-29,0.0
1997-04-30,0.0
1997-05-01,0.0
1997-05-02,0.0
1997-05-05,0.0
1997-05-06,0.0
1997-05-07,0.0
1997-05-08,0.0
1997-05-09,0.0
1997-05-12,0.0
1997-05-13,0.0
1997-05-14,0.0
1997-05-15,0.0
1997-05-16,0.0
1997-05-19,0.0
1997-05-20,0.0
1997-05-21,0.0
1997-05-22,0.0
1997-05-23,0.0
1997-05-27,0.0
1997-05-28,0.0
1997-05-29,0.0
1997-05-30,0.0
1997-06-02,0.0
1997-06-03,0.0
1997-06-04,0.0
1997-06-05,0.0
1997-06-06,0.0
1997-06-09,0.0
1997-06-10,0.0
1997-06-11,0.0
1997-06-12,0.0
1997-06-13,0.0
1997-06-16,0.0
1997-06-17,0.0
1997-06-18,0.0
1997-06-19,0.0
1997-06-20,0.0
1997-06-23,0.0
1997-06-24,0.0
1997-06-25,0.0
1997-06-26,0.0
1997-06-27,0.0
1997-06-30,0.0
1997-07-01,0.0
1997-07-02,0.0
1997-07-03,0.0
1997-07-07,0.0
1997-07-08,0.0
1997-07-09,0.0
1997-07-10,0.0
1997-07-11,0.0
1997-07-14,0.0
1997-07-15,0.0
1997-07-16,0.0
1997-07-17,0.0
1997-07-18,0.0
1997-07-21,0.0
1997-07-22,0.0
1997-07-23,0.0
1997-07-24,0.0
1997-07-25,0.0
1997-07-28,0.0
1997-07-29,0.0
1997-07-30,0.0
1997-07-31,0.0
1997-08-01,0.0
1997-08-04,0.0
1997-08-05,0.0
1997-08-06,0.0
1997-08-07,0.0
1997-08-08,0.0
1997-08-11,0.0
1997-08-12,0.0
1997-08-13,0.0
1997-08-14,0.0
1997-08-15,0.0
1997-08-18,0.0
1997-08-19,0.0
1997-08-20,0.0
1997-08-21,0.0
1997-08-22,0.0
1997-08-25,0.0
1997-08-26,0.0
1997-08-27,0.0
1997-08-28,0.0
1997-08-29,0.0
1997-09-02,0.0
1997-09-03,0.0
1997-09-04,0.0
1997-09-05,0.0
1997-09-08,0.0
1997-09-09,0.0
1997-09-10,0.0
1997-09-11,0.0
1997-09-12,0.0
1997-09-15,0.0
1997-09-16,0.0
1997-09-17,0.0
1997-09-18,0.0
1997-09-19,0.0
1997-09-22,0.0
1997-09-23,0.0
1997-09-24,0.0
1997-09-25,0.0
1997-09-26,0.0
1997-09-29,0.0
1997-09-30,0.0
1997-10-01,0.0
1997-10-02,0.0
1997-10-03,0.0
1997-10-06,0.0
1997-10-07,0.0
1997-10-08,0.0
1997-10-09,0.0
1997-10-10,0.0
1997-10-13,0.0
1997-10-14,0.0
1997-10-15,0.0
1997-10-16,0.0
1997-10-17,0.0
1997-10-20,0.0
1997-10-21,0.0
1997-10-22,0.0
1997-10-23,0.0
1997-10-24,0.0
1997-10-27,0.0
1997-10-28,0.0
1997-10-29,0.0
1997-10-30,0.0
1997-10-31,0.0
1997-11-03,0.0
1997-11-04,0.0
1997-11-05,0.0
1997-11-06,0.0
1997-11-07,0.0
1997-11-10,0.0
1997-11-11,0.0
1997-11-12,0.0
1997-11-13,0.0
1997-11-14,0.0
1997-11-17,0.0
1997-11-18,0.0
1997-11-19,0.0
1997-11-20,0.0
1997-11-21,0.0
1997-11-24,0.0
1997-11-25,0.0
1997-11-26,0.0
1997-11-28,0.0
1997-12-01,0.0
1997-12-02,0.0
1997-12-03,0.0
1997-12-04,0.0
1997-12-05,0.0
1997-12-08,0.0
1997-12-09,0.0
1997-12-10,0.0
1997-12-11,0.0
1997-12-12,0.0
1997-12-15,0.0
1997-12-16,0.0
1997-12-17,0.0
1997-12-18,0.0
1997-12-19,0.0
1997-12-22,0.0
1997-12-23,0.0
1997-12-24,0.0
1997-12-26,0.0
1997-12-29,0.0
1997-12-30,0.0
1997-12-31,0.0
1998-01-02,0.0
1998-01-05,0.0
1998-01-06,0.0
1998-01-07,0.0
1998-01-08,0.0
1998-01-09,0.0
1998-01-12,0.0
1998-01-13,0.0
1998-01-14,0.0
1998-01-15,0.0
1998-01-16,0.0
1998-01-20,0.0
1998-01-21,0.0
1998-01-22,0.0
1998-01-23,0.0
1998-01-26,0.0
1998-01-27,0.0
1998-01-28,0.0
1998-01-29,0.0
1998-01-30,0.0
1998-02-02,0.0
1998-02-03,0.0
1998-02-04,0.0
1998-02-05,0.0
1998-02-06,0.0
1998-02-09,0.0
1998-02-10,0.0
1998-02-11,0.0
1998-02-12,0.0
1998-02-13,0.0
1998-02-17,0.0
1998-02-18,0.0
1998-02-19,0.0
1998-02-20,0.0
1998-02-23,0.0
1998-02-24,0.0
1998-02-25,0.0
1998-02-26,0.0
1998-02-27,0.0
1998-03-02,0.0
1998-03-03,0.0
1998-03-04,0.0
1998-03-05,0.0
1998-03-06,0.0
1998-03-09,0.0
1998-03-10,0.0
1998-03-11,0.0
1998-03-12,0.0
1998-03-13,0.0
1998-03-16,0.0
1998-03-17,0.0
1998-03-18,0.0
1998-03-19,0.0
1998-03-20,0.0
1998-03-23,0.0
1998-03-24,0.0
1998-03-25,0.0
1998-03-26,0.0
1998-03-27,0.0
1998-03-30,0.0
1998-03-31,0.0
1998-04-01,0.0
1998-04-02,0.0
1998-04-03,0.0
1998-04-06,0.0
1998-04-07,0.0
1998-04-08,0.0
1998-04-09,0.0
1998-04-13,0.0
1998-04-14,0.0
1998-04-15,0.0
1998-04-16,0.0
1998-04-17,0.0
1998-04-20,0.0
1998-04-21,0.0
1998-04-22,0.0
1998-04-23,0.0
1998-04-24,0.0
1998-04-27,0.0
1998-04-28,0.0
1998-04-29,0.0
1998-04-30,0.0
1998-05-01,0.0
1998-05-04,0.0
1998-05-05,0.0
1998-05-06,0.0
1998-05-07,0.0
1998-05-08,0.0
1998-05-11,0.0
1998-05-12,0.0
1998-05-13,0.0
1998-05-14,0.0
1998-05-15,0.0
1998-05-18,0.0
1998-05-19,0.0
1998-05-20,0.0
1998-05-21,0.0
1998-05-22,0.0
1998-05-26,0.0
1998-05-27,0.0
1998-05-28,0.0
1998-05-29,0.0
1998-06-01,0.0
1998-06-02,0.0
1998-06-03,0.0
1998-06-04,0.0
1998-06-05,0.0
1998-06-08,0.0
1998-06-09,0.0
1998-06-10,0.0
1998-06-11,0.0
1998-06-12,0.0
1998-06-15,0.0
1998-06-16,0.0
1998-06-17,0.0
1998-06-18,0.0
1998-06-19,0.0
1998-06-22,0.0
1998-06-23,0.0
1998-06-24,0.0
1998-06-25,0.0
1998-06-26,0.0
1998-06-29,0.0
1998-06-30,0.0
1998-07-01,0.0
1998-07-02,0.0
1998-07-06,0.0
1998-07-07,0.0
1998-07-08,0.0
1998-07-09,0.0
1998-07-10,0.0
1998-07-13,0.0
1998-07-14,0.0
1998-07-15,0.0
1998-07-16,0.0
1998-07-17,0.0
1998-07-20,0.0
1998-07-21,0.0
1998-07-22,0.0
1998-07-23,0.0
1998-07-24,0.0
1998-07-27,0.0
1998-07-28,0.0
1998-07-29,0.0
1998-07-30,0.0
1998-07-31,0.0
1998-08-03,0.0
1998-08-04,0.0
1998-08-05,0.0
1998-08-06,0.0
1998-08-07,0.0
1998-08-10,0.0
1998-08-11,0.0
1998-08-12,0.0
1998-08-13,0.0
1998-08-14,0.0
1998-08-17,0.0
1998-08-18,0.0
1998-08-19,0.0
1998-08-20,0.0
1998-08-21,0.0
1998-08-24,0.0
1998-08-25,0.0
1998-08-26,0.0
1998-08-27,0.0
1998-08-28,0.0
1998-08-31,0.0
1998-09-01,0.0
1998-09-02,0.0
1998-09-03,0.0
1998-09-04,0.0
1998-09-08,0.0
1998-09-09,0.0
1998-09-10,0.0
1998-09-11,0.0
1998-09-14,0.0
1998-09-15,0.0
1998-09-16,0.0
1998-09-17,0.0
1998-09-18,0.0
1998-09-21,0.0
1998-09-22,0.0
1998-09-23,0.0
1998-09-24,0.0
1998-09-25,0.0
1998-09-28,0.0
1998-09-29,0.0
1998-09-30,0.0
1998-10-01,0.0
1998-10-02,0.0
1998-10-05,0.0
1998-10-06,0.0
1998-10-07,0.0
1998-10-08,0.0
1998-10-09,0.0
1998-10-12,0.0
1998-10-13,0.0
1998-10-14,0.0
1998-10-15,0.0
1998-10-16,0.0
1998-10-19,0.0
1998-10-20,0.0
1998-10-21,0.0
1998-10-22,0.0
1998-10-23,0.0
1998-10-26,0.0
1998-10-27,0.0
1998-10-28,0.0
1998-10-29,0.0
1998-10-30,0.0
1998-11-02,0.0
1998-11-03,0.0
1998-11-04,0.0
1998-11-05,0.0
1998-11-06,0.0
1998-11-09,0.0
1998-11-10,0.0
1998-11-11,0.0
1998-11-12,0.0
1998-11-13,0.0
1998-11-16,0.0
1998-11-17,0.0
1998-11-18,0.0
1998-11-19,0.0
1998-11-20,0.0
1998-11-23,0.0
1998-11-24,0.0
1998-11-25,0.0
1998-11-27,0.0
1998-11-30,0.0
1998-12-01,0.0
1998-12-02,0.0
1998-12-03,0.0
1998-12-04,0.0
1998-12-07,0.0
1998-12-08,0.0
1998-12-09,0.0
1998-12-10,0.0
1998-12-11,0.0
1998-12-14,0.0
1998-12-15,0.0
1998-12-16,0.0
1998-12-17,0.0
1998-12-18,0.0
1998-12-21,0.0
1998-12-22,0.0
1998-12-23,0.039134975136932086
1998-12-24,0.03690848363112535
1998-12-28,0.038956155988984734
1998-12-29,0.03904001925200555
1998-12-30,0.040610133294769216
1998-12-31,0.03942505065925378
1999-01-04,0.05278664863990511
1999-01-05,0.03788047284130463
1999-01-06,0.03482428149856451
1999-01-07,0.03403139626930469
1999-01-08,0.03400640072643208
1999-01-11,0.02951419554607914
1999-01-12,0.03161994843257114
1999-01-13,0.044101347374334576
1999-01-14,0.03215098307514754
1999-01-15,0.030575401530470774
1999-01-19,0.02294519276979119
1999-01-20,0.029582093563765118
1999-01-21,0.02889277199270087
1999-01-22,0.026415686064493255
1999-01-25,0.017733756694148044
1999-01-26,0.006291801659075093
1999-01-27,0.012652820342471022
1999-01-28,0.008819550601565968
1999-01-29,0.012691366995011711
1999-02-01,0.005155056722027419
1999-02-02,0.004772679577366056
1999-02-03,0.00771927293468209
1999-02-04,0.005798743226858825
1999-02-05,0.004448469516115137
1999-02-08,0.006756772165212135
1999-02-09,0.018855646002492663
1999-02-10,0.018967111253647303
1999-02-11,0.01916497277390223
1999-02-12,0.016720922948398213
1999-02-16,0.020235822061955868
1999-02-17,0.02938334892977444
1999-02-18,0.013803864956382647
1999-02-19,0.012555118926406724
1999-02-22,-0.0009164997030994791
1999-02-23,-0.01630137094130686
1999-02-24,0.0020134587809563023
1999-02-25,-0.0027625267481283487
1999-02-26,-0.008920672565285725
1999-03-01,-0.007419288763749903
1999-03-02,0.012495967507470791
1999-03-03,0.00014470834753806117
1999-03-04,-0.001963557397879151
1999-03-05,-0.00015598068189628944
1999-03-08,0.002522947347100995
1999-03-09,0.015391089046495535
1999-03-10,0.0032138589454124775
1999-03-11,0.0027352142246435916
1999-03-12,-0.0004454012833793944
1999-03-15,-0.0015896257681576702
1999-03-16,0.0038695816906351606
1999-03-17,0.00823491602477241
1999-03-18,0.004495667429711046
1999-03-19,0.008088536041500186
1999-03-22,0.004781943643579548
1999-03-23,0.013008910712034536
1999-03-24,0.004642201111216784
1999-03-25,-0.0022821067906885935
1999-03-26,0.0055725211816427325
1999-03-29,0.001383536385007711
1999-03-30,0.005431301792782187
1999-03-31,0.009828920321788353
1999-04-01,0.0006820387553381352
1999-04-05,0.0018577977754992772
1999-04-06,0.006691748578958084
1999-04-07,0.0018265629694874837
1999-04-08,0.0008258285458155046
1999-04-09,0.005729586047785971
1999-04-12,0.0033450191943898977
1999-04-13,0.000884424907625015
1999-04-14,0.006685197472443061
1999-04-15,0.00684090933052188
1999-04-16,0.007176544352619236
1999-04-19,0.032370848520424496
1999-04-20,0.009468913243389391
1999-04-21,0.018616760970409887
1999-04-22,0.003898063256132192
1999-04-23,0.008530110764605185
1999-04-26,0.0027457961434334544
1999-04-27,0.0024255777426513865
1999-04-28,0.011033890926768077
1999-04-29,0.011921665252307524
1999-04-30,0.018646043400587797
1999-05-03,0.00870686747064365
1999-05-04,0.013862903754379702
1999-05-05,0.009428233026383265
1999-05-06,0.010101180096944305
1999-05-07,0.0031668084193844787
1999-05-10,0.01109408594155768
1999-05-11,0.011286216594697859
1999-05-12,0.013717305036767468
1999-05-13,0.005653925724421596
1999-05-14,0.01843146709560553
1999-05-17,0.011650764917201484
1999-05-18,0.014373170740977041
1999-05-19,0.007782597563973433
1999-05-20,0.011582784192802533
1999-05-21,0.013666957093009875
1999-05-24,0.014137171455508971
1999-05-25,0.023927040478635763
1999-05-26,0.017502393531072292
1999-05-27,0.017644454205035364
1999-05-28,0.019656885678391495
1999-06-01,0.014473191245410312
1999-06-02,0.016928545730678143
1999-06-03,0.014334316727565766
1999-06-04,0.01255808536788315
1999-06-07,0.013431463614709732
1999-06-08,0.01467306018498206
1999-06-09,0.016167591077118054
1999-06-10,0.014410620628028468
1999-06-11,0.02520469749087082
1999-06-14,0.02031204466302629
1999-06-15,0.025470939042746225
1999-06-16,0.021921874714281565
1999-06-17,0.025202244969589182
1999-06-18,0.018723031195866734
1999-06-21,0.02015245306707329
1999-06-22,0.02871429968934063
1999-06-23,0.026369460745035662
1999-06-24,0.025676448452398
1999-06-25,0.030342921788350286
1999-06-28,0.02805701825774488
1999-06-29,0.030083807571713878
1999-06-30,0.02375790990239494
1999-07-01,0.020274176224711685
1999-07-02,0.016194198313925434
1999-07-06,0.019477507697391202
1999-07-07,0.013678034392327286
1999-07-08,0.01657504060049967
1999-07-09,0.012880253601771325
1999-07-12,0.014120146169849709
1999-07-13,0.015893076214629088
1999-07-14,0.009314003216567423
1999-07-15,0.00993700394961048
1999-07-16,0.008625762251321943
1999-07-19,0.010307378717315376
1999-07-20,0.0161691599602412
1999-07-21,0.019227767742354164
1999-07-22,0.022451134444668713
1999-07-23,0.021353641548101522
1999-07-26,0.02782885273531162
1999-07-27,0.024532828433971268
1999-07-28,0.022001066233535423
1999-07-29,0.021695408401375033
1999-07-30,0.028753352405755495
1999-08-02,0.03222769995628848
1999-08-03,0.02548165907199689
1999-08-04,0.036385293912038624
1999-08-05,0.025134768400698254
1999-08-06,0.032666979013571906
1999-08-09,0.03631086377732801
1999-08-10,0.03338499947780766
1999-08-11,0.03228562003578737
1999-08-12,0.038761333581925135
1999-08-13,0.030003850262591412
1999-08-16,0.027740013528677446
1999-08-17,0.02475378700948351
1999-08-18,0.02885298121404854
1999-08-19,0.031767419939983124
1999-08-20,0.02918016314466894
1999-08-23,0.02503648176917353
1999-08-24,0.026655667432073153
1999-08-25,0.021224920993526755
1999-08-26,0.02511802568692401
1999-08-27,0.029092308357631616
1999-08-30,0.03351767741931376
1999-08-31,0.03603080289561798
1999-09-01,0.030491348265384757
1999-09-02,0.033635915007548076
1999-09-03,0.02891803545908001
1999-09-07,0.02926979067713895
1999-09-08,0.03271095385264686
1999-09-09,0.028674241544208882
1999-09-10,0.02525539929561354
1999-09-13,0.0281601008163476
