date,top_score_stocks,top_q_recent_5d_ret,bot_q_recent_5d_ret,fwd_idx_min,fwd_idx_cum,transmitter_drop_signal,no_signal,idx_drop_signal
2021-09-27,"3017,2408,2454,2327,2308",0.00227473260005734,0.008259009789775042,-0.033502546724771695,-0.033286749609657496,False,False,True
2021-10-04,"3017,2408,2454,0050,2327",-0.004743858348042642,-0.01408159395478345,-0.027947365659655252,-0.003020701953930116,True,False,False
2021-10-12,"3017,2308,2344,2327,2408",0.0033934401165400486,-0.005382809628127259,-0.02235058938612309,-0.022844938127866588,False,False,True
2021-10-19,"3017,2308,2327,0050,3443",-0.0029029311263400167,-0.0070508963190692355,0.0002939082356632835,0.036593896431336814,False,False,False
2021-10-26,"3017,2308,2327,2408,0050",0.007618662252118849,0.0064664769010628785,0.0026322285573009605,0.04079885168362596,False,False,True
2021-11-02,"2308,3017,2327,2344,2408",0.0032462111909420483,0.006839583380239459,-0.0033129170972682346,0.03012225229107135,False,False,True
2021-11-09,"2308,3017,2327,2408,2344",0.001694671779184095,0.016988437637904318,-0.009982768376112332,0.01431882695051856,False,False,True
2021-11-16,"3017,2330,2408,2308,2344",0.006695136567656285,-0.001469661075207353,-0.00013626476969393156,0.03113702641542848,False,False,True
2021-11-23,"3017,2327,2344,2308,2408",0.00572512871922581,0.008230652948636504,-0.020285874018512562,-0.016847788297316812,False,False,False
2021-11-30,"2308,2345,3231,2330,2327",0.0008549377182134014,-0.0027816210490664768,-0.0016073149660516576,0.02825903636633109,False,False,False
2021-12-07,"3711,2327,1519,1815,6274",0.0038696116650214054,0.003884631559890009,-0.006485602127650691,0.004342284653551243,False,False,False
2021-12-14,"3037,1815,6274,2327,3661",0.0004447629850804618,-0.00217560779449283,-0.01656419883967463,-0.017332855598063523,False,False,False
2021-12-21,"1815,2327,1519,2368,3661",-0.0017798587882478394,-0.004087387628391613,0.0014228215446288716,0.03261436208549706,False,False,False
2021-12-28,"2308,1519,2383,2603,4979",0.003433946212567471,0.00925284183516305,-0.00814634253985486,0.013024553998369326,False,False,True
2022-01-05,"1519,3661,2609,2603,3037",-0.0022453790844848207,0.0038638798451241076,-0.01370022677995152,-0.03605278610885598,False,False,False
2022-01-12,"2344,2308,3037,3231,1519",-0.007992582048343041,-0.007891670275955562,-0.005421579809576097,0.01954375386827012,True,False,False
2022-01-19,"2308,3450,2344,3324,2327",0.0015463196686964751,0.0003773109209074794,-0.023379892502521423,-0.050038459413218384,False,False,True
2022-01-26,"2344,3231,3450,3324,2308",-0.009864917913382917,-0.007596542258052276,0.00206605645417464,0.059153263993248384,True,False,False
2022-02-11,"2449,2344,2368,2308,2383",0.012420208761906557,0.005692451198069039,-0.0024812783663814416,0.025595292845975726,False,True,False
2022-02-18,"3017,2344,3324,2449,3706",0.006604250676855816,0.006669370437327259,-0.025113464456103626,-0.03163559664427673,False,False,True
2022-02-25,"3017,2308,2449,2368,3324",-0.003428891735015797,-0.0018475213998638787,-0.008692123048483057,0.019072038313135087,False,False,False
2022-03-07,"3324,2344,2368,2454,2308",-0.0024507228722703595,0.008111752394451935,-0.04389984964430605,-0.025812871429981454,False,False,True
2022-03-14,"2368,2327,3324,2449,2345",-0.006093771661328331,-0.003991275479299498,-0.03638842712208168,-0.005673079193357133,True,False,False
2022-03-21,"3450,3706,2308,6274,2345",-0.004863385379576744,-0.00491387383081439,-0.005484538871288709,0.004277848999331146,True,False,False
2022-03-28,"6274,3706,2308,3443,3450",0.003187461696608146,-0.0016455368190983622,-0.006254614520113825,0.0005464449072174471,False,False,True
2022-04-06,"6274,2308,3706,2303,3443",-0.0018617966048946597,0.0024121857904702768,-0.09337024671403633,-0.056041645099178417,False,False,False
2022-04-13,"3706,1519,3450,2408,2317",-0.003780505369326544,-0.013951539682331607,-0.018328369673253724,0.004799515559927636,False,False,True
2022-04-20,"3450,2408,2317,1519,3706",-0.0006413598319234858,0.0013795631794168602,-0.03638426748863472,-0.02921179586874889,False,False,True
2022-04-27,"3450,2408,2317,1519,3706",-0.003204289316964215,-0.007043429628456629,-0.06648418658116499,0.009580327149011136,False,False,False
2022-05-04,"2317,1519,2382,2308,3231",0.0003666903130030763,0.007744019780211516,-0.02157511636005919,-0.008638326779829453,False,False,False
2022-05-11,"2317,1519,3231,2449,2382",-0.0022226202886750975,0.0019810947250247482,-0.015844697981498367,0.008669802416728878,False,False,True
2022-05-18,"1519,2317,3231,2382,2327",-0.0026508927023131948,0.007099389274396464,-0.01951648971685923,-0.007841797213299473,False,False,True
2022-05-25,"2317,1519,3231,2382,2449",-0.0024761468930371996,-0.001577593376700296,-0.015179514977527031,0.04375138097037179,False,False,True
2022-06-01,"2317,1519,3231,2382,2345",0.010972818476836644,0.009515601887433446,-0.00959606368199569,-0.001955289273910088,False,True,True
2022-06-09,"2317,1519,2382,3231,2327",-0.0006987150004217029,2.6389754598905162e-05,-0.025516483051600546,-0.03632190079702746,False,False,True
2022-06-16,"2317,1519,3231,2382,2345",-0.001357184182204052,-0.010273311033891303,-0.04139252360737899,-0.08360170192412508,False,False,True
2022-06-23,"1519,2317,2327,3231,2345",-0.010892741404926751,-0.017756636583454655,-0.07229091591082136,-0.0200459098332334,True,False,True
2022-06-30,"1519,2317,2368,2382,3231",0.0035676407550010144,-0.008140112974028604,-0.04434679921003854,-0.10395215903418076,False,False,True
2022-07-07,"1519,2317,2344,3231,4979",-0.015538850552449926,-0.023524719399652526,-0.03210585641145001,0.052900594220501196,True,False,False
2022-07-14,"1519,3231,3017,2449,2368",0.015341521014077947,0.012612566038841162,0.0015739870846331698,0.06778696068251211,False,True,True
2022-07-21,"1519,3231,3017,3037,2317",0.01202960282219477,0.015936103515461326,-0.014539519236177467,0.01695094915483386,False,True,True
2022-07-28,"2408,1519,3231,2382,2317",0.006333603985295849,0.0008539412470084922,-0.015478566339918568,-0.020622118780507237,False,False,True
2022-08-04,"2408,1519,2317,3231,2382",-0.0023156132905860207,-0.008561202700228083,-0.009827734993933598,0.023139187196307587,False,False,True
2022-08-11,"2408,1519,3017,3231,2317",0.004580366544080167,0.005654370853885014,-0.00038690886505415856,0.036003190238946825,False,False,True
2022-08-18,"2408,1519,3231,3017,2317",0.004631360646601945,0.008034637236200114,-0.009400182502601433,0.00842109616927833,False,False,False
2022-08-25,"2408,1519,3231,2382,3037",-0.00012664187903389004,0.006589763487595599,-0.0043303887321600254,0.011748232634424038,False,False,True
2022-09-01,"1519,2408,3231,2317,2449",0.0027951265002245764,0.0017077708960586279,-0.024555377491721243,-0.048197940386457416,False,False,True
2022-09-08,"2408,1519,3231,2317,2308",-0.0074943564049799165,-0.013281185883778102,-0.008967844173735052,0.0374207962962847,True,False,False
2022-09-16,"1519,2454,2408,3231,2308",0.003415593689112509,0.012992764182255551,-0.012890711597752236,-0.015532991340424185,False,False,False
2022-09-23,"2408,3324,2308,2317,6669",-0.003360343081222762,-0.007625455155610185,-0.04191387825858084,-0.07213884841826845,False,False,False
2022-09-30,"2383,2609,2603,2303,6669",-0.01773559240020814,-0.011073817088809178,-0.009401441858922222,0.047949706847594475,True,False,False
2022-10-07,"2603,2609,2383,4979,2327",0.01446634488267282,0.004954404189861724,-0.0504252801072953,-0.06845658152698608,False,True,True
2022-10-17,"2368,3711,2327,3017,2382",-0.015675792278690336,-0.018440007035133474,-0.019545495267127486,-0.04204957455135827,True,False,False
2022-10-24,"2368,2327,2408,3017,3711",-0.006233272538662028,-0.006658939761951979,-0.013074456403356138,0.011608170142686225,True,False,True
2022-10-31,"2368,3017,2327,2408,2303",0.001989832447894251,0.004788252613660293,0.006569742312365264,0.061751218160645216,False,False,True
2022-11-07,"2368,3017,2327,2408,1519",0.007216440105116252,0.017299866423264205,-0.004225015331468792,0.0748549094317108,False,False,False
2022-11-14,"2368,3017,2327,2408,3324",0.015395716091453616,0.01568124497497813,-0.003591072066636514,0.028273980455388426,False,True,True
2022-11-21,"2368,3017,2408,2327,2344",0.0002640726413622148,0.011737955158037884,-0.008406134899647007,0.013148833313200159,False,False,True
2022-11-28,"2368,3017,2327,2408,2303",0.002100564561366846,0.0013957967216772893,-0.0028191902225929858,0.038068813285088154,False,False,True
2022-12-05,"3017,2408,3324,2303,2449",0.00354014320775829,0.004829672036478017,-0.02136983212029119,-0.013779789437017631,False,False,False
2022-12-12,"3324,2303,2408,2383,2449",-0.004315300471602574,-0.0023283454118670196,-0.012590836724942388,-0.0040667104108096375,False,False,False
2022-12-19,"2368,3324,2317,2408,2303",-0.0013599904033647285,-0.00023143326040018925,-0.03218111937585106,-0.04073338817984695,False,False,False
2022-12-26,"2317,3324,2368,2449,2303",-0.007987847859897151,-0.014375044321276034,-0.020645836906755075,-0.019528064801946132,True,False,False
2023-01-03,"2303,3711,2368,2408,3706",-0.003044774521643432,-0.0039467304898951495,-0.006176308208514125,0.04890230555725972,False,False,False
2023-01-10,"3661,1519,2454,2408,3711",0.01643440783521599,0.009260067196942372,-0.006485356035972016,-0.001686643073144256,False,True,True
2023-01-17,"1519,3661,2317,3711,3231",0.0003587422402521287,-0.0007325711320895765,-0.0017276078478087099,0.068351831159297,False,False,True
2023-02-03,"2317,3661,2408,2454,2303",0.018802742012307305,0.00965881266335986,-0.012821654781273239,0.0020037527519034537,False,True,True
2023-02-10,"3661,4979,2303,2408,3706",0.0036137448076287598,0.0008140054930588243,-0.009718277509176159,0.009150845494008575,False,False,True
2023-02-17,"2317,3017,3661,3706,3231",0.0016795796607295393,0.0032434879986270914,-0.01900062204824581,0.009263979224821473,False,False,False
2023-02-24,"2317,3017,2449,3231,3661",-0.0013228256939279265,0.00038781819885599195,0.0016114744483185248,0.026509561047858954,False,False,False
2023-03-07,"2317,4979,3017,2454,2344",0.006042292233108951,0.006613069055966934,-0.02172895664266619,-0.006279175836068518,False,False,False
2023-03-14,"3017,2317,3706,3443,3661",-0.0008421962489504831,-0.002460083280769146,-0.016237494705616588,0.014245335004333226,False,False,True
2023-03-21,"3443,6669,2454,3706,2408",0.0022089441314865855,-0.0007423063334609518,0.0037612000414267823,0.04765015277598228,False,False,False
2023-03-28,"3706,3443,4979,2454,2408",0.0034977210185627035,0.008192516475939403,-0.013627874486135306,-0.0014252211709111506,False,False,True
2023-04-07,"3443,3661,2345,2603,3706",-0.004573322034307781,0.0030485334391665815,-0.01713927333142935,0.019544322487037302,True,False,False
2023-04-14,"3443,2408,2454,2603,2609",0.0036666313626716436,0.00359976574362613,-0.009784915291307124,-0.01075958057095372,False,False,True
2023-04-21,"2383,2603,2317,2454,0050",-0.005638761884659391,-0.0041796296401342145,-0.030334341828646964,-0.024604718159654038,True,False,True
2023-04-28,"2408,2603,2454,3324,4979",-0.005733935127843549,0.0009961262104921111,-0.008573191838437392,0.029833096568156137,True,False,False
2023-05-08,"2603,2609,3324,2327,1815",-0.0004781408852133753,0.006714801282039079,-0.014807032545616935,-0.010245537926404369,False,False,True
2023-05-15,"2603,2609,1815,2327,3661",-0.0005310411965504302,-0.0016989241850273386,-0.007583097519781919,0.06295220218162156,False,False,True
2023-05-22,"2603,2383,2308,4979,3017",0.012348629233506058,0.011497551742008238,-0.0013296298862791748,0.05441618208791499,False,True,False
2023-05-29,"2308,3443,2383,3017,0050",0.013779478964597153,0.017612712240989696,9.149441844617338e-05,0.044773053606660174,False,True,True
2023-06-05,"2454,2368,2327,3017,2383",0.0032447680783336333,0.0033400318973874172,-0.021549961435953193,0.02476237296177297,False,False,False
2023-06-12,"2449,3706,2454,6274,2330",-0.0002816160126919171,0.0032595901350225553,0.0005639127922827465,0.06338253551243112,False,False,True
2023-06-19,"2330,3706,2449,2382,2408",0.011627785210610066,0.010379982727135289,-0.025948259706266054,-0.04759678283147273,False,True,False
2023-06-28,"2454,2330,2408,2383,2449",-0.010983116782923514,-0.007737422603824376,0.005298480181787153,0.08144083250968093,True,False,False
2023-07-05,"2408,2308,3017,2344,2303",0.014739235959903608,0.02052725084499669,-0.012621717648010067,-0.0014852799982982834,False,True,False
2023-07-12,"2308,3017,2408,2303,3324",-0.00509044186555647,0.004963562668117107,-0.005632747123409824,0.07532712902464711,True,False,True
2023-07-19,"3017,3324,3037,2308,2408",0.01140791842930149,0.016029275381143203,-0.006336285029298809,0.04815056412646568,False,True,False
2023-07-26,"3017,2408,6669,3324,3037",0.0076356518356010495,0.013140798273507332,-0.034824995412937466,-0.01921242642217902,False,False,True
2023-08-02,"3017,6669,3037,3231,3324",-0.011025425994159857,0.006341810597534694,-0.0416766203453463,-0.013951259987187159,True,False,False
2023-08-10,"3443,3037,2408,3711,3450",-0.009021378056437847,0.0017509774664689504,-0.0416963222146517,-0.010012207466862377,True,False,True
2023-08-17,"2408,3443,2603,3711,3017",-0.0013625097953814743,-0.005003721494495989,-0.017858584584976623,0.043850177788248734,False,False,False
2023-08-24,"3037,2408,3443,4979,3450",0.01116275294575291,0.010057750391103449,-0.0316187299667814,-0.0018490145011231807,False,True,False
2023-08-31,"3037,1519,2327,3661,3711",0.008684422216876682,0.0005876023878471578,-0.006395295458730221,0.023891104341653424,False,True,True
2023-09-07,"3711,3661,2408,2344,3450",0.001909118283478274,0.001891756296936123,-0.02455901852697928,-0.032892304077734136,False,False,True
2023-09-14,"3443,1815,2408,2344,1519",-0.004222492832010414,-0.008212662029859118,-0.09547744521383583,-0.09424530261910813,False,False,True
2023-09-21,"2603,3443,1519,1815,3324",-0.007083818093579601,-0.02448665396899418,-0.00826646639938614,0.1322936061452491,True,False,True
2023-09-28,"2408,3037,2344,2449,2345",0.018300289514944137,0.030640400947107165,-0.00726649885973251,0.03666226976868292,False,True,True
2023-10-06,"2344,3037,2345,2449,2454",0.006621836587079271,0.01316658357755443,-0.014653281892512733,-0.00693356777360743,False,False,False
2023-10-17,"2344,2449,3037,2345,2308",0.0021078327637369574,0.00025367363641999943,-0.03173237141439035,-0.04570676402302665,False,False,True
2023-10-24,"2344,2449,2345,3037,2454",-0.004151687032406568,-0.01689660389132503,-0.02770575023728935,-0.0007786080788727556,False,False,True
2023-10-31,"2344,2449,3037,2408,2303",-0.006824397362344225,0.0021140469088596473,-0.03129424738940012,0.041004250947101806,True,False,False
2023-11-07,"2344,2345,2449,3037,2317",0.006196500570213929,0.0077295652933872016,-0.007498449940329995,0.016488280234282948,False,False,False
2023-11-14,"2344,2449,4979,3037,2345",0.00030422767359676584,0.002311275277463646,0.00023182745525071418,0.02372757175562712,False,False,True
2023-11-21,"2449,2408,4979,2345,2344",0.007374576577530994,0.005767183654607327,-0.023700351248873,-0.028635812356981427,False,False,True
2023-11-28,"2449,2408,4979,2344,3037",-0.002211246698535817,-0.01182410484963753,-0.0010374781424998,0.032148409791114885,False,False,True
2023-12-05,"2449,2408,4979,2345,2344",0.010256102420011726,0.005862892481667677,-0.005752522297006531,0.016647176172232214,False,True,True
2023-12-12,"2449,2408,4979,2344,2345",0.0012303565149183499,0.004384871918973407,-0.005641382172070593,-0.0019124390598789232,False,False,False
2023-12-19,"6669,4979,3324,2345,3706",-0.006293138466220954,-0.002155555512853047,-0.005812601285156138,0.00785726658851571,True,False,False
2023-12-26,"2303,2345,0050,3324,6669",0.0010743146451207427,-0.004055814734215258,-0.012059698572408092,0.008489141679261403,False,False,True
2024-01-03,"2603,2345,2303,2317,2609",0.0026346558821087667,0.0015149003746029153,-0.013226429189567897,-0.026418975796138167,False,False,False
2024-01-10,"2345,2303,2344,2330,2317",-0.004077453120140806,-0.0030714461876033233,-0.0058474629673929985,0.02205131195847998,False,False,False
2024-01-17,"2345,2303,4979,3706,0050",0.004877424536511093,0.004210762155913101,-0.014820567167329664,0.044787353937260965,False,False,False
2024-01-24,"0050,3706,2454,2330,2603",0.0048222166677654365,0.008708181620262809,-0.007170595311045613,0.012621839321651063,False,False,False
2024-01-31,"3661,2330,2603,0050,3037",0.003877938114882906,0.0030417438622045616,-0.006641913997720735,0.05250545091729286,False,False,True
2024-02-16,"2330,2454,1815,1519,0050",0.01440523169391674,0.00041012451416112713,-0.0077497674632912685,0.006305490033843064,False,True,True
2024-02-23,"2330,2344,0050,1815,2454",0.0030554128813839562,-0.00014799513447702437,-0.0191485082629852,0.019899347421836078,False,False,False
2024-03-04,"1815,2344,2330,0050,3661",0.006469556846167374,0.0016973935669300042,-0.01711356284781653,0.017667899159724776,False,False,True
2024-03-11,"1815,2454,2449,2330,2344",0.01696073686450446,0.0019505085067655858,-0.01654554551114764,-0.001554154479833758,False,True,False
2024-03-18,"2330,1815,2368,2449,6274",-0.007403435522570114,-0.004656595337959048,-0.007099413036649475,0.0420053635824984,True,False,False
2024-03-25,"2330,1815,6274,2368,0050",0.008376286132382667,0.007885400561586074,-0.022924584015697354,-0.009086487143965871,False,True,False
2024-04-01,"2330,1815,2368,2344,3711",0.002569249255855891,-0.00787549820315686,0.0013997929295397522,0.023637521054255206,False,False,True
2024-04-10,"2330,1815,2368,2408,1519",0.005465898326477854,0.001329514147986055,-0.038145414154182405,-0.07485950664209629,False,False,True
2024-04-17,"2330,2383,3661,2368,0050",-0.013999823485382586,-0.0158044925654729,-0.035650863189291705,-0.026643408336179175,True,False,True
2024-04-24,"1519,3661,2317,3017,1815",-0.003749542955027315,-0.005955861676346376,-0.01431422712765843,0.07612583757617997,False,False,False
2024-05-02,"1519,2383,6274,1815,2368",0.01660563634261117,0.012640615859015412,-0.007698396142921057,0.010079282663272737,False,True,True
2024-05-09,"6274,2383,2368,1519,3661",0.0007181104568423358,0.0006155225025863915,-0.007096274087840815,0.01950569631815169,False,False,False
2024-05-16,"2368,6274,3017,2383,1519",-0.006743653275673051,0.01118255445014184,-0.0031597690156922003,0.030475638177304587,True,False,True
2024-05-23,"2368,3017,2383,1519,1815",0.007699857623952958,0.0036213767174103754,0.00018062433431086377,0.05164744261867127,False,False,True
2024-05-30,"2368,2383,3017,3324,3450",0.02223398149239649,0.008421834300957397,-0.024786670547735378,-0.03246099622001697,False,True,True
2024-06-06,"2383,3017,3324,2368,3443",-0.010513649928146115,-0.002996088511904426,-0.009601275254363988,0.027170890780664925,True,False,False
2024-06-14,"2368,2383,3017,6274,1519",0.0038586580004410865,0.007578606305220187,-0.0031290046019900337,0.06371715174843762,False,False,False
2024-06-21,"2383,2368,6274,3017,1815",0.004568611226366273,0.013806706993736631,-0.024108659331410483,-0.03359729346320084,False,False,False
2024-06-28,"2368,2383,6274,3017,1815",-0.0035158514269311913,-0.0056732488382425,-0.006418021706157836,0.03404809006472442,False,False,False
2024-07-05,"2383,6274,2368,3017,1815",0.009633803582071075,0.0018785380420103539,0.000998378620124533,0.020890701360925412,False,True,True
2024-07-12,"6274,2383,1815,2368,3706",0.0033771975611897966,0.004691553785098452,-0.027095764001783564,-0.05036561351206037,False,False,False
2024-07-19,"1815,3706,2344,1519,2408",-0.006833913190274916,-0.013896042375475412,-0.04124642371744926,-0.0976012376906763,True,False,False
2024-07-30,"2345,2408,6274,1815,6669",-0.01887995384649479,-0.02295775304935081,-0.09081516079175114,-0.10665104248533963,True,False,True
2024-08-06,"3443,2408,6274,6669,2454",-0.027058430620448944,-0.020170209075488197,-0.01673440444359434,0.11837094020444039,True,False,False
2024-08-13,"6274,2303,2382,2308,2344",0.01959616248160454,0.02261651863509371,-0.008626961957084607,0.03444174524145316,False,True,False
2024-08-20,"6274,2303,2308,2382,2330",0.0061138363501498745,0.010836096285750685,-0.009542790107642274,-0.011487885035201262,False,False,True
2024-08-27,"6274,2303,2344,0050,2382",-0.0038613867827348943,-0.0012212515465163582,-0.008734016392987771,0.009504866601355522,False,False,True
2024-09-03,"2303,6274,2382,0050,3706",0.0012559319482128262,0.01022850381875511,-0.008420649981979207,-0.0042328829470630325,False,False,True
2024-09-10,"6274,2303,2330,0050,1519",-0.0018176179865472743,8.610807768359776e-05,-0.01691812880927973,0.03759026573963409,False,False,True
2024-09-18,"3443,6274,2344,2303,2382",0.004984729762362718,0.011562714057281024,-0.017491730313794543,0.01615190365634045,False,False,False
2024-09-25,"6274,3443,2344,2303,1519",0.003075202618265073,0.004189059666040768,-0.030783922019158264,0.002411346943359982,False,False,False
2024-10-04,"3443,6274,2303,2344,2382",0.0021979996067504727,0.002254961644919371,-0.018571717663122374,0.011841987345425853,False,False,False
2024-10-14,"2303,2344,6274,2382,2408",0.002055109450558331,0.0019068589616664557,-0.007417948874977535,0.024021132658413213,False,False,False
2024-10-21,"2303,2344,2382,3443,1519",0.0016541013239785942,0.0012695470811421024,-0.02428267361839487,0.011518489434475532,False,False,True
2024-10-28,"2303,2382,2344,6274,2317",0.0008686770736910834,0.0005714354387730963,-0.018965230086405025,-0.021802956331814505,False,False,True
2024-11-05,"3706,2383,2330,1815,0050",-0.006371511104015387,-0.003129485459680383,0.0016534431397554506,0.05044373411885816,True,False,True
2024-11-12,"3661,2454,2303,1815,0050",0.008576255829793617,0.011166526561173493,-0.02327666518001791,-0.04671059587219761,False,True,True
2024-11-19,"2303,3450,0050,2454,2327",-0.011365521596253642,-0.012011445664509072,-0.002251528984081915,0.06169972813956903,True,False,False
2024-11-26,"2303,1815,2408,2327,2317",0.00940675674137803,0.01246256004311792,-0.02616280785193078,-0.014532796548684779,False,True,True
2024-12-03,"3231,1815,2303,2327,2454",-0.006871552581561513,0.00220930397376599,-0.002485409385288199,0.03982795747648127,True,False,True
2024-12-10,"2603,2454,2609,0050,2303",0.007330465265286137,0.00329172449186746,-0.015798216070011948,-0.024857396008842292,False,False,False
2024-12-17,"3450,2603,2383,2382,2609",-0.004964763917940318,-0.008289190389482006,-0.012705308005343167,0.02309345195698498,True,False,True
2024-12-24,"2603,2609,2382,2383,3450",0.008699360005894993,0.005992383509937263,-0.01354260671570586,-0.004909556945696947,False,True,False
2024-12-31,"2454,2609,2383,2603,0050",0.0005683916079471975,-0.0014564743743605013,-0.013142454297337899,0.026205525766744397,False,False,True
2025-01-08,"2609,2603,2383,2449,2308",0.005260602817351054,0.003407067504739273,-0.04082547904870298,-0.0666959974842305,False,False,False
2025-01-15,"2327,3324,3017,3711,2609",-0.02051803901156923,-0.00958261507278961,-0.012822634755975563,0.03546815419464755,True,False,True
2025-01-22,"3037,2603,2327,2382,2609",-0.0017622061851271687,0.019143414726263748,-0.06168894336995771,-0.02998711731265169,False,False,True
2025-02-07,"3711,2308,1519,2382,3017",-0.007830085895165562,0.00011463461231160099,-0.09922524676591496,-0.09031267282362798,True,False,True
2025-02-14,"2382,1519,2317,3017,2308",-0.02696576178240559,-0.022992589754190183,-0.008300954682872926,0.12358127898527393,True,False,True
2025-02-21,"3711,6274,2382,1519,2317",0.029527040699203883,0.014837165823151723,-0.022357640323867955,-0.019084418816446846,False,True,True
2025-03-03,"3711,6274,3324,1519,2382",-0.0028754709990395587,-0.003946261184012706,-0.025521807107812478,-0.024764575680258916,False,False,True
2025-03-10,"3711,1519,2317,3231,3017",-0.002859876060945738,-0.00411254155980379,-0.01871158018448594,-0.016282644244920652,False,False,True
2025-03-17,"3711,1519,2308,2382,2330",-0.006682496716566235,0.0004445011585088025,-0.02032526659231552,0.016765166655154484,True,False,True
2025-03-24,"3711,3661,1519,2308,6669",0.002840066676081838,0.005977531143021153,-0.03119395796619825,-0.050145406617829735,False,False,False
2025-03-31,"3711,3661,1519,2308,3017",-0.008363450571008341,-0.010457263382660814,-0.09909555344718403,-0.19354180849827707,True,False,True
2025-04-09,"1519,3706,3661,2308,3017",-0.04660144459000298,-0.03416957387776386,-0.0831860044140089,0.12258597146122252,True,False,True
2025-04-16,"3706,3017,4979,1519,3711",0.02775475257519605,0.02300708541849162,-0.029491159023040312,-0.06606493864230112,False,True,True
2025-04-23,"3706,3017,4979,3711,2317",-0.012745356925293171,-0.014180496358297216,-0.010107183087560024,0.09679902333287393,True,False,True
2025-04-30,"3017,3706,4979,1519,3711",0.02239660727202583,0.01904824246040385,-0.016808616625241635,0.014257057415357322,False,True,True
2025-05-08,"4979,2609,2327,2603,3450",-0.002522589688487969,-0.00043251340999492526,0.015606641597800387,0.11439930415066568,False,False,True
2025-05-15,"2303,6669,2603,0050,2609",0.020370654606227362,0.029909001098080333,-0.025510284967601982,0.009816594524316269,False,True,True
2025-05-22,"2303,6669,0050,2449,2327",0.0009117998526186544,0.003082502060840933,-0.006166499123088435,-0.011574646635379326,False,False,True
2025-05-29,"2303,0050,2317,6669,2327",-0.002528936212327272,-0.005080823591141009,-0.016287703147953896,0.02855779623129706,False,False,True
2025-06-06,"2327,2303,6669,0050,2449",0.0011330338426445846,0.013602815315990469,-0.005784371971970281,0.04536860040811863,False,False,True
